source_url,target_url_301,silo,backlinks,internal_links,type,notes
https://callpowells.com/wilmington/plumbing/sewer-line-repair/red-bug/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/bald-head-island/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/lockwoods-folly/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/winnabow/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/kings-grant/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/fort-caswell/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/wallace/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/southport/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/myrtle-grove/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/figure-eight-island/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/rocky-point/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/carolina-forest/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/currie/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/ogden/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/penderlea/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/belville/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/castle-hayne/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/st-james/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/masonboro/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/northwest/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/supply/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/northchase/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/sandy-creek/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/bolivia/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/topsail-beach/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/grissettown/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/hampstead/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/surf-city/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/calabash/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/carolina-beach/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/leland/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/maple-hill/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/shallotte/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/oak-island/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/watha/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/blue-clay-farms/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/maco/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/st-helena/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/bayshore/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/murraysville/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/carolina-shores/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/boiling-spring-lakes/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/porters-neck/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/ocean-isle-beach/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/sea-breeze/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/yamacraw/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/scotts-hill/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/varnamtown/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/sunset-beach/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/atkinson/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/hightsville/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/holden-beach/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/sloop-point/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/montague/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/willard/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/wilmington/plumbing/sewer-line-repair/kure-beach/,https://callpowells.com/wilmington/plumbing/sewer-line-repair/,Wilmington,0,1,404-fix,Sub-city page (not in nav). Consolidate to live sewer-line-repair parent.
https://callpowells.com/norfolk/plumbing/tankless-water-heaters/,https://callpowells.com/norfolk/plumbing/water-heater-services/,Norfolk,0,0,wh-consolidation,Consolidate into WH hub as H3 'Tankless Water Heaters'. Remove from nav.
https://callpowells.com/norfolk/plumbing/water-heater-installation/,https://callpowells.com/norfolk/plumbing/water-heater-services/,Norfolk,0,0,wh-consolidation,Consolidate into WH hub as H3 'Water Heater Installation'. Remove from nav.
https://callpowells.com/wilmington/plumbing/tankless-water-heaters/,https://callpowells.com/wilmington/plumbing/water-heater-services/,Wilmington,0,0,wh-consolidation,Consolidate into WH hub as H3 'Tankless Water Heaters'. Remove from nav.
https://callpowells.com/wilmington/plumbing/water-heater-repair/,https://callpowells.com/wilmington/plumbing/water-heater-services/,Wilmington,0,0,wh-consolidation,Consolidate into WH hub as H3 'Water Heater Repair'. Remove from nav.
https://callpowells.com/wilmington/plumbing/water-heater-installation/,https://callpowells.com/wilmington/plumbing/water-heater-services/,Wilmington,0,0,wh-consolidation,Consolidate into WH hub as H3 'Water Heater Installation'. Remove from nav.
https://callpowells.com/wilmington/plumbing/water-heater-replacement/,https://callpowells.com/wilmington/plumbing/water-heater-services/,Wilmington,0,0,wh-consolidation,Consolidate into WH hub as H3 'Water Heater Replacement'. Remove from nav.
https://callpowells.com/wilmington/plumbing/bathroom-fixtures/,https://callpowells.com/wilmington/plumbing/,Wilmington,0,,wilmington-plumbing-consolidation,Fold into plumbing hub (Wilmington = HVAC-primary; core-only plumbing).
https://callpowells.com/wilmington/plumbing/faucets/,https://callpowells.com/wilmington/plumbing/,Wilmington,0,,wilmington-plumbing-consolidation,Fold into plumbing hub.
https://callpowells.com/wilmington/plumbing/garbage-disposals/,https://callpowells.com/wilmington/plumbing/,Wilmington,0,,wilmington-plumbing-consolidation,Fold into plumbing hub.
https://callpowells.com/wilmington/plumbing/toilet-repair/,https://callpowells.com/wilmington/plumbing/,Wilmington,0,,wilmington-plumbing-consolidation,Fold into plumbing hub.
https://callpowells.com/wilmington/plumbing/radiators/,https://callpowells.com/wilmington/plumbing/,Wilmington,0,,wilmington-plumbing-consolidation,Fold into plumbing hub.
https://callpowells.com/wilmington/plumbing/burst-pipe-repair/,https://callpowells.com/wilmington/plumbing/,Wilmington,0,,wilmington-plumbing-consolidation,Fold into plumbing hub.
https://callpowells.com/wilmington/plumbing/drain-clogs/,https://callpowells.com/wilmington/plumbing/drain-cleaning/,Wilmington,0,,wilmington-plumbing-consolidation,Fold into Drain Cleaning (kept as core).
